gauge_id gauge_name gauge_lat gauge_lon area_ana area_gsim area_gsim_quality
12680000 envira -7.4281 -70.0225 49700 50005.83 high
12700000 santos_dumont -6.4403 -68.2461 144000 143941.2 high
12840000 gaviao -4.8392 -66.8506 164000 164611.4 high
12845000 vila_bittencourt -1.3947 -69.4283 206000 149153.7 low
12850000 acanaui -1.8211 -66.6092 249000 248135.9 high
12860000 abacatal -1.6 -66.55 nan nan nan
12870000 barreirinha -2.1003 -66.4169 3880 nan nan
12875000 fazenda_boa_esperanca -5.2386 -67.2339 1720 nan nan
12880000 estirao_da_santa_cruz -4.2922 -65.2017 13700 13717.57 high
13100000 seringal_moreira -5.1092 -63.9847 8200 8192.104 high
13150000 itapeua -4.0578 -63.0278 1780000 1781442 high
13150003 coari -4.0856 -63.0833 1780000 nan nan
13169000 santa_rosa_do_purus(colonia_chambuiaco) -9.4344 -70.4939 15261.84 nan nan
13170000 santa_rosa_do_purus -9.4311 -70.4933 17400 17411.64 high
13175000 fazenda_jussara -9.35 -69.9167 9200 9213.409 high
13180000 manoel_urbano -8.8886 -69.275 32800 32807.21 high
13200000 seringal_providencia -8.9444 -68.6292 36400 36528.08 high
13290000 fazenda_repouso_(rio_macaua) -9.5439 -68.9431 5640 nan nan
13300000 seringal_sao_jose -9.3744 -68.7239 11200 11291.58 high
13310000 sena_madureira -9.0678 -68.6531 18000 18288.84 high
13400000 boca_do_cafezal -9.0603 -68.6533 6440 8174.254 low
13405000 seringal_guarany -9.1103 -68.9933 6110 6129.885 high
13410000 seringal_da_caridade -9.0439 -68.5772 63100 63234.15 high
13439000 aldeia_dos_patos -10.9261 -69.9233 2100 nan nan
13450000 assis_brasil -10.9436 -69.5656 3760 3719.633 high
13470000 brasileia -11.0178 -68.745 7020 7215.198 high
13490000 epitaciolândia_(colonia_sao_bento) -10.8956 -68.6081 8280 nan nan
13540000 colonia_dolores_(xapuri) -10.5606 -68.7047 3730 nan nan
13550000 xapuri -10.6511 -68.5075 8270 8294.803 high
13568000 capixaba_(colocacao_sao_jose) -10.3886 -67.9353 15000 nan nan
13572000 espalha_(seringal_belo_horizonte) -10.005 -68.5294 3210 nan nan
13578000 rio_rola_(ramal_do_barro_alto) -10.0567 -67.9639 6520 nan nan
13580000 fazenda_santo_afonso -10.0908 -67.9006 6330 6398.03 high
13600002 rio_branco -9.975 -67.8008 23500 23517.72 high
13650000 floriano_peixoto -9.0667 -67.3969 34400 34800.95 high
13710000 valparaiso_-_montante -8.6506 -67.3681 105000 105817.8 high
13710001 valparaiso_-_montante -8.6533 -67.375 105000 105814.3 high
13730000 seringal_sao_pedro -7.5167 -67.6 23200 23251.31 high
13740000 fazenda_borangaba -7.54 -67.4778 23300 23367.51 high
13750000 seringal_fortaleza -7.7156 -66.9997 154000 154834 high
13840000 cachoeira_fortaleza -8.8611 -66.1833 9710 9790.522 high
13840001 cachoeira_fortaleza_-_jusante -8.8194 -66.1139 9750 9832.694 high
13845000 cachoeira_do_meio -8.8 -66.1333 5580 5526.222 high
13848000 gaivotao -8.7833 -65.9167 16700 16742.83 high
13849000 jurene -8.7675 -65.8844 17300 17266.33 high
13850000 sao_gregorio -7.5517 -64.93 41500 41274.81 high
13870000 labrea -7.2581 -64.7975 226000 227861.4 high
13880000 canutama -6.5389 -64.3858 236000 237654.6 high
13885000 cristo -7.4644 -64.2433 7030 5665.484 low
13886000 bacaba -6.3192 -64.8861 37800 38243.52 high
13900000 castanhal_patu -5.6667 -64.3333 315000 317716.3 high
13950000 beaba_(cariuacanga) -4.8592 -62.8686 355000 357037.8 high
13990000 beruri -3.8989 -61.3742 378000 nan nan
14100000 manacapuru -3.3106 -60.6094 2200000 2200203 high
14110000 cucui 1.2153 -66.8525 74300 74513.71 high
14215000 sao_joaquim 1.7164 -69.3844 3330 nan nan
14220000 louro_poco 1.3392 -68.6858 4600 4648.052 high
14230000 missao_icana 1.0744 -67.5947 23600 23497.75 high
14250000 sao_felipe 0.3717 -67.3128 124000 123844.4 high
14260000 uaracu 0.4769 -69.1281 40200 39726.65 high
14280001 taraqua 0.1303 -68.5386 44300 43867.04 high
14300000 pari_cachoeira 0.2494 -69.785 1970 1997.458 high
14310000 cunuri 0.2094 -69.3781 4250 4556.995 medium
14325000 tumbira -0.3444 -67.5358 10800 10854.54 high
14330000 curicuriari -0.2006 -66.8022 194000 193303.7 high
14350000 jusante_da_cachoeira_do_caju -0.2461 -67.0092 13100 13454.33 high
14380000 missao_maturaca 0.6194 -66.135 886 865.1669 high
14420000 serrinha -0.4819 -64.8289 293000 292387.1 high
14425000 cachoeira_alianca -0.8167 -64.1667 5670 nan nan
14428000 vila_conceicao_-_montante 0.2275 -63.9883 6590 6371.154 high
14430000 vila_conceicao 0.13 -63.9606 6800 6543.589 high
14440000 posto_ajuricaba 0.8842 -62.6219 16900 17771.58 high
14450000 jalauaca -0.3011 -62.7622 22700 22005.05 high
14485000 missao_auari 3.9833 -64.4667 710 700.307 high
14485010 missao_auaris_-_jusante 4.0031 -64.4431 621 nan nan
14488000 uaicas 3.5497 -63.1692 16100 15288.34 high
14489000 maraca 3.3528 -61.4222 26700 25779.67 high
14495000 fazenda_cajupiranga 3.4381 -61.0367 36900 36087.5 high
14500000 mocidade 3.4644 -60.9097 43900 43036.34 high
14515000 fazenda_passarao 3.2078 -60.5711 50200 49360.72 high
14526000 bonfim 3.3811 -59.8111 9860 10020.33 high
14526500 fazenda_novo_destino 3.8547 -59.6875 9870 nan nan
14527000 ponte_do_tacutu 3.5675 -59.8883 24300 24091.47 high
14530000 vila_surumu 4.1961 -60.7939 2280 2321.309 high
14540000 fazenda_bandeira_branca 4.6306 -60.4706 3210 3222.579 high
14550000 maloca_do_contao 4.1675 -60.5289 5780 5889.645 high
14558000 fazenda_paraiso 3.3178 -60.3447 40600 nan nan
14560000 maloca_ailan 4.6333 -60.1833 1090 1072.98 high
14570000 sitio_jaragua 2.8569 -60.7317 2940 2894.749 high
14620000 boa_vista 2.8267 -60.6561 97200 nan nan
14650000 posto_funai 2.7317 -62.0172 9210 9609.647 high
14680000 fazenda_santo_amaro 2.8833 -61.3333 213 213.1513 high
14680001 fe_e_esperanca 2.8708 -61.4406 12200 12473.34 high
14690000 mucajai 2.4714 -60.9178 19800 20172.38 high
14710000 caracarai 1.8214 -61.1236 126000 125721.1 high
14740000 fazenda_anaua 1.1292 -60.2236 5900 nan nan
14750000 missao_catrimani 1.75 -62.2833 6180 6145.509 high
14845000 fazenda_sao_jose 0.5178 -60.4661 5680 5605.528 high
14850000 base_alalau -0.8586 -60.52 7080 7140.129 high
14980000 manaus_2000 -3.115 -59.9711 19.7 nan nan
15030000 jatuarana -3.0633 -59.6478 2930000 2930404 high
15040000 careiro -3.1961 -59.8336 2850000 nan nan
15042000 rio_preto_da_eva -2.6989 -59.7036 976 975.6516 high
15044000 uhe_guapore_barramento -15.1236 -58.9622 1260 nan nan
15050000 pontes_e_lacerda -15.2153 -59.3539 2990 3014.532 high
15120001 mato_grosso -15.0092 -59.9581 22500 17782.69 low
15124009 cabixi -13.5125 -60.53 3600 3616.442 high
15130000 pimenteiras -13.4858 -61.05 54400 55983.24 high
15135000 corumbiara -12.9517 -60.8203 265 nan nan
15150000 pedras_negras -12.8514 -62.8992 110000 110643.1 high
15150800 pch_alta_floresta_montante_2 -11.9689 -61.9908 1248 nan nan
15151000 pch_alta_floresta_montante_1 -11.9531 -62.0125 nan nan nan
15152500 pch_ângelo_cassol_jusante -11.9294 -62.1081 1355 nan nan
15160000 pch_alta_floresta_montante -11.9167 -62.0833 1280 1257.874 high
15170000 cachoeira_do_cachimbo -11.9306 -62.1528 1420 1399.401 high
15170200 pch_cachoeira_cachimbo_alto_jusante -11.9272 -62.1547 1457 nan nan
15170700 pch_rio_branco_jusante -11.9061 -62.1842 2061 nan nan
15172000 pch_monte_belo_jusante -11.9275 -62.1836 570 nan nan
15180000 sao_miguel_do_guapore -11.7331 -62.8081 2060 nan nan
15190000 sao_francisco_do_guapore -11.9664 -63.2722 1520 nan nan
15200000 principe_da_beira -12.4267 -64.4253 341000 345616.2 high
15200010 uhe_jirau_principe_da_beira -12.4267 -64.4253 341000 nan nan
15245000 seringal_sao_luiz -11.0667 -64.0833 1050 1037.396 high
15246000 boa_vista_do_pacaas -11.2117 -64.9061 5480 5432.994 high
15248010 boca_do_pompeu_-_jusante -10.9175 -65.0433 4390 4363.561 high
15250000 guajara-mirim -10.7925 -65.3478 609000 623653.9 high
15250001 uhe_jirau_guajara-mirim -10.7261 -65.3478 609000 nan nan
15318000 uhe_jirau_jusante_rio_beni -10.3569 -65.3614 834000 932044.3 low
15318001 uhe_santo_antonio_jusante_rio_beni -10.3569 -65.3614 nan nan nan
15320000 uhe_santo_antonio_abuna -9.7047 -65.3658 921000 nan nan
15320002 abuna -9.7053 -65.3667 921000 937350.4 high
15320003 uhe_jirau_abuna -9.7031 -65.3647 921000 nan nan
15323000 colocacao_cajueiro -10.2947 -67.1333 8880 9866.569 low
15324000 placido_de_castro -10.3378 -67.1831 7740 6887.94 low
15324500 uhe_jirau_nova_california -9.8936 -66.6186 30000 nan nan
15325000 morada_nova -9.8333 -65.5667 30600 30489.64 high
15326000 morada_nova_-_jusante -9.7847 -65.5275 31100 30981.4 high
15326010 uhe_jirau_morada_nova_jusante -9.7847 -65.5275 31000 nan nan
15340000 palmeiral_(salto_jirau) -9.5119 -64.81 958000 975472.3 high
15340500 uhe_jirau_barramento -9.2503 -64.6483 972000 nan nan
15341000 uhe_santo_antonio_jusante_caldeirao_do_inferno -9.2028 -64.6086 974224 nan nan
15344000 uhe_santo_antonio_montante_jaciparana -9.5011 -64.3817 6890.03 nan nan
15360000 uhe_santo_antonio_montante -8.7967 -63.9583 nan nan nan
15380000 uhe_santo_antonio_jusante_r-7 -8.7822 -63.9303 988872.51 995408.1 high
15390000 uhe_santo_antonio_porto_velho -8.7481 -63.9158 988997.42 nan nan
15400000 porto_velho -8.7483 -63.9169 976000 995526.5 high
15413000 pch_canaa_montante_2 -10.2542 -62.9894 781 nan nan
15414000 pch_canaa_montante_1 -10.0831 -62.9975 897 nan nan
15418000 pch_canaa_jusante -10.0183 -63.0622 3062 nan nan
15430000 ariquemes -9.9256 -63.0714 8140 8172.572 high
15431000 fazenda_rio_branco -9.8869 -62.9847 988 1017.361 high
15432000 mineracao_ponte_massangana -9.7608 -63.2875 852 913.9612 medium
15440000 sao_carlos -9.7 -63.1333 9750 9816.654 high
15445000 ponte_do_rio_preto_do_crespo -9.5558 -62.9508 1110 1125.817 high
15450000 sao_pedro -8.9836 -63.2772 13600 14254.04 high
15460000 cach_do_samuel -8.75 -63.4667 14700 15416.98 high
15460008 cach_do_samuel_jus_3.conj -8.75 -63.4667 14700 15416.98 high
15460012 cachoeira_do_samuel_17-f -8.7489 -63.5072 15000 15604.06 high
15470000 ponte_da_br-364 -8.7747 -63.4875 209 153.7059 low
15490000 prosperidade_(ex._foz_do_jamari) -8.4522 -63.5178 977000 nan nan
15490400 uhe_santo_antonio_sao_carlos -8.4444 -63.5081 1017245 nan nan
15490500 buritis -10.2806 -63.7308 1830 nan nan
15500000 santa_barbara -9.1833 -63.7833 7190 7316.646 high
15550000 santa_isabel -8.7986 -63.7106 12700 12376.43 high
15552300 barao_do_melgaco -11.85 -60.7167 3860 3869.015 high
15552570 uhe_rondon_ii_barramento -11.9953 -60.6969 3230 nan nan
15552600 fazenda_flor_do_campo -11.7489 -60.8678 4360 4361.524 high
15552700 ponte_comemoracao_(pimenta_bueno) -11.6703 -61.1811 5790 6145.919 medium
15553350 pch_chupinguaia_jusante -12.5869 -60.9353 253 nan nan
15553500 fazenda_expansao -12.4878 -61.0464 3610 3563.769 high
15556000 cachoeira_primavera_-_montante -11.9011 -61.2394 9600 9584.324 high
15556010 pch_primavera_jusante -11.9011 -61.2394 9600 9584.324 high
15558000 pimenta_bueno -11.6836 -61.1922 1010 10077.19 high
15558200 cacoal -11.4444 -61.4408 17900 nan nan
15558500 fazenda_apuru -11.0017 -62.1172 3600 nan nan
15558700 espigao_do_oeste -11.5725 -61.0511 277 nan nan
15559000 sitio_bela_vista -11.6525 -61.215 16100 16280.33 high
15560000 ji-parana -10.8736 -61.9356 32800 32964.42 high
15562000 ouro_preto_do_oeste -10.7711 -62.2572 242 nan nan
15564000 jaruaru -10.8317 -62.8925 133 nan nan
15565000 jaru -10.4458 -62.4656 3960 3973.834 high
15571000 sao_mateus -9.8667 -61.9333 46900 47221.63 high
15571100 fabio_barragem_(ex_-jp-14_) -9.7431 -61.8817 48500 48752.5 high
15571500 buenos_aires -9.25 -61.6667 51800 52187.32 high
15572000 uniao -9.7333 -62.2333 2130 2090.151 high
15575000 piratininga -9.3472 -61.9347 4650 4610.128 high
15580000 tabajara -8.9322 -62.0556 60200 60526.47 high
15590000 mineracao_jacunda -9.1789 -62.9522 1200 1055.13 low
15629000 uhe_santo_antonio_humaita -7.5053 -63.0211 1090000 nan nan
15630000 humaita -7.5028 -63.0183 1090000 1111990 high
15650000 maloca_tenharim -7.9578 -62.0425 3630 3835.092 medium
15660000 maici-mirim -7.6303 -62.6553 735 883.3867 low
15680000 fazenda_bela_vista -7.8533 -61.3339 1530 1481.839 high
15700000 manicore -5.8167 -61.3019 1150000 1173701 high
15710000 pch_juina_montante_2 -11.5778 -59.2058 759 nan nan
15720000 pch_juina_montante_1 -11.4131 -59.1703 416 nan nan
15740000 pch_juina_jusante -11.3097 -59.2236 3020 nan nan
15748000 cgh_aripuana_montante -10.3219 -59.4622 nan nan nan
15750000 humboldt -10.1694 -59.4661 15200 15312.66 high
15750550 uhe_dardanelos_barramento -10.1611 -59.4606 15113 nan nan
15790000 bom_destino -8.3747 -59.7717 40100 40401.92 high
15795000 leontino -7.7394 -60.5761 16200 16247.67 high
15800000 boca_do_guariba -7.7058 -60.5783 70100 70460.28 high
15820000 concisa -9.8169 -60.6919 24300 24464.31 high
15825000 mineracao_sao_francisco -9.2481 -61.3883 6100 6097.989 high
15828000 fazenda_boa_lembranca -7.5928 -60.7094 59500 59734.83 high
15830000 prainha_velha -7.2078 -60.65 131000 131641.4 high
15903000 boa_fe -7.2275 -58.9386 3620 3599.354 high
15905000 boca_do_urucu -7.15 -58.9333 5950 5958.468 high
15910000 santarem_sucunduri -6.7956 -59.0422 12700 12688.68 high
15930000 acari_br-230 -7.1014 -59.6833 4990 5014.57 high
16010000 rio_urubu -2.6625 -59.3589 5090 5057.009 high
16030000 itacoatiara -3.1539 -58.4114 4350000 4333291 high
16070980 uhe_balbina_barramento -1.9161 -59.4756 14949 nan nan
16080000 balbina_p-8_(uhe_balbina) -1.9381 -59.4833 18900 18828.77 high
16100000 cachoeira_morena -2.1061 -59.3442 20400 19977.93 high
16150000 katuema -1.0333 -58.6833 21400 21487.45 high
16205000 base_siderama_-_jusante -1.6833 -58.5333 24600 24773.27 high
16360000 fazenda_paramazonas -4.6333 -57.8167 8180 8255.166 high
16365000 mamuru -3.4167 -56.3667 4950 4943.712 high
16368000 mineracao_caima -1.4381 -57.8269 9580 9803.342 high
16370000 perimetral_norte 0.6425 -56.8706 20300 20217.68 high
16430000 garganta -0.9978 -57.0431 39000 38988.68 high
16430003 cumaru_2 -1.0644 -57.065 51700 nan nan
16430004 magina_2 -1.0603 -57.0586 51700 51803.33 high
16430005 magina_1 -1.0383 -57.0567 nan nan nan
16440000 aldeia_do_chapeu -0.9497 -57.1639 12500 nan nan
16450000 cachoeira_alta 0.9125 -57.1794 12300 nan nan
16460000 caramujo -1.065 -57.0614 51700 51803.9 high
16470002 cumaru -1.0297 -57.0675 51700 nan nan
16480000 aldeia_wai-wai -0.6947 -57.9747 21600 21582.92 high
16500000 estirao_da_angelica -1.1006 -57.0569 25800 25722.1 high
16560000 map-1 -1.1192 -57.2339 24900 24771.61 high
16600000 porto_trombetas -1.4583 -56.3833 82900 82690.01 high
16620000 mae_cue -1.4603 -56.7086 nan 79791.41 high
16660000 ibdf -1.3703 -56.8519 79000 79411.7 high
16661000 tabuleiro_-_rebio_trombetas -1.3706 -56.8519 79000 nan nan
16670000 praia_rasa -1.2322 -56.9231 78200 78135.64 high
16700000 tirios 2.2239 -55.9564 819 698.6976 low
16800002 vista_alegre_-_conj.2 -1.1308 -56.0542 34800 34676.92 high
16810080 carapana -1.075 -56.0417 nan 34590.66 high
16820000 barracao_de_pedra -1.0514 -56.0628 nan 34560.57 high
17050000 obidos_-_porto -1.9472 -55.5111 4670000 4719993 high
17050001 obidos -1.9192 -55.5131 4670000 4720020 high
17070000 sete_varas -0.95 -54.9167 6730 6601.033 high
17090000 boca_do_inferno -1.5031 -54.8728 19800 19697.75 high
17091000 fazenda_tucunare -13.4608 -59.0078 4360 4378.244 high
17091550 pch_sacre_2_rio_verde -13.6431 -58.0181 2284 nan nan
17091560 pch_sacre_2_rio_verde_desativada -13.5464 -58.0028 nan nan nan
17091580 pch_sacre_2_montante_2 -13.2925 -58.1347 nan nan nan
17091600 pch_sacre_2_montante_1 -13.0258 -58.1844 6397 6766.909 medium
17092800 aldeia_sacre_ii -13.0264 -58.1853 6770 6766.909 high
17092850 pch_sacre_2_jusante -12.96 -58.2508 6541.5 nan nan
17092900 utiariti -13.0333 -58.2833 4370 4412.954 high
17092950 fazenda_satelite -13.0814 -58.1783 6671 6732.13 high
17093000 fontanilhas -11.3583 -58.3428 55900 56060.27 high
17094050 pch_inxu_jusante -13.205 -57.505 3115 nan nan
17094400 pch_bocaiuva_montante -12.5733 -57.8831 2571 nan nan
17094550 pch_bocaiuva_jusante -12.4822 -57.8744 2571 nan nan
17095000 fazenda_tombador -11.7181 -58.0481 24700 25209.23 high
17097000 gleba_agrosan -11.3214 -58.1289 27032 27604.28 high
17098000 fazenda_vale_do_tucana -10.4386 -58.3472 93814 94408.38 high
17100000 fazenda_taua -13.3844 -56.6103 14800 14748.94 high
17120000 porto_dos_gauchos -11.5367 -57.4236 37100 37201.39 high
17121000 caiabis_(balsa_-_itapaiuna) -10.9836 -57.0658 9750 9683.5 high
17122000 rio_dos_peixes -10.8231 -57.7272 14400 14295.77 high
17123000 rio_arinos -10.6392 -58.0042 57100 57317.65 high
17130000 foz_do_juruena -7.7311 -58.2808 182000 184583.4 high
17200000 porto_roncador -13.5575 -55.3347 10800 10878.8 high
17210000 teles_pires -12.6742 -55.7928 13900 14221.56 high
17228000 pch_canoa_quebrada_montante_1 -13.4017 -55.8269 727.81 nan nan
17229000 pch_canoa_quebrada_montante_2 -13.2986 -55.9122 1576 nan nan
17230000 pch_canoa_quebrada_lucas_do_rio_verde -13.0519 -55.905 5435 5437.387 high
17270000 pch_canoa_quebrada_jusante -12.7933 -56.0108 6367.8 nan nan
17280000 cachoeirao -11.6517 -55.7025 34600 34826.56 high
17300000 fazenda_tratex -10.9558 -55.5508 40700 40887.8 high
17340000 indeco -10.1133 -55.5706 52200 52574.7 high
17343000 estrada_cuiaba_-_santarem -10.2194 -54.9708 10738 10919.86 high
17345000 base_do_cachimbo -9.3589 -54.9039 465 493.6863 medium
17350000 cachimbo -9.8172 -54.8858 1010 1009.803 high
17354800 pch_braco_norte_iv_jusante -9.6864 -54.9653 1700 nan nan
17355000 pch_braco_norte_jusante -9.8386 -55.0192 3100 3037.677 high
17360000 estrada_cuiaba_-_santarem -10.1833 -55.3667 17278 17423.19 high
17380000 jusante_foz_peixoto_de_azevedo -9.6406 -56.0194 81600 82004.77 high
17385000 pch_cabeca_de_boi_montante_2 -10.6389 -56.5181 485 nan nan
17387000 pch_cabeca_de_boi_montante_1 -10.3711 -56.8881 3652 nan nan
17388000 pch_cabeca_de_boi_rio_tapaiuna -10.5231 -56.9742 1242 nan nan
17389000 pch_cabeca_de_boi_rio_cabeca_de_boi -10.4361 -57.2683 1095 nan nan
17390100 uhe_sao_manoel_jusante_1 -9.1653 -57.0608 107356.11 nan nan
17393000 uhe_salto_apiacas_rio_piau -10.3444 -57.2511 395 nan nan
17395900 uhe_sao_manoel_rio_apiacas -9.1922 -57.0686 16106.13 nan nan
17410000 santa_rosa -8.8578 -57.4019 131000 131702.1 high
17410100 uhe_sao_manoel_jusante_2 -8.8594 -57.4192 132796.52 nan nan
17420000 tres_marias -7.6147 -57.9503 138000 139761.4 high
17430000 barra_do_sao_manuel -7.3397 -58.1553 333000 336253.3 high
17450000 missao_cururu -7.3875 -57.9353 7345 7442.343 high
17500000 fortaleza -6.0453 -57.6428 363000 367727.2 high
17610000 creporizao_(ex_-_mundico_coelho) -6.8197 -56.8517 6240 6175.106 high
17650002 acara_do_tapajos -4.8864 -56.7231 390000 395046.6 high
17660000 novo_progresso -7.0094 -55.4072 12300 nan nan
17670000 travessao_do_pataua -7.0278 -56.2267 10285 10657.65 high
17672000 garimpo_surubim -6.7333 -56.15 11341 11449.92 high
17675000 jardim_do_ouro -6.2575 -55.7725 37400 37686.32 high
17680000 jamanxim -5.4556 -55.87 40200 40511.1 high
17710000 bubure -4.6156 -56.325 450000 nan nan
18119000 uhe_curua-una_jusante -2.8094 -54.2994 16200 16572.31 high
18121002 jusante_da_barragem_-_conj_1 -2.7833 -54.2667 16200 16610.68 high
18121006 barragem_-_conj.4 -2.8156 -54.3017 16200 16565.61 high
18150000 lajeiro -0.9667 -54.4333 7030 7142.068 high
18200000 arapari -1.7789 -54.3972 12400 12420.47 high
18250000 uruara -3.6772 -53.5542 2960 2983.666 high
18280000 apalai 1.2208 -54.6569 7230 7108.555 high
18295000 porto_puxuri -0.2139 -53.8469 23900 nan nan
18300000 fazenda_paquira -0.4167 -53.6875 29500 28918.01 high
18408900 passagem_da_br-309 -14.6131 -54.0156 661 660.9021 high
18409000 passagem_da_br-309 -14.6111 -53.9986 706 704.7279 high
18409650 pch_paranatinga_ii_jusante -13.8475 -53.2597 6104 nan nan
18415000 pousada_matrinxa -13.5692 -53.0761 11600 11640.59 high
18420000 fazenda_itaguacu -13.1408 -54.4453 3840 3862.069 high
18421000 foz_ronuro -12.3692 -54.1383 10300 nan nan
18422000 riacho_de_deus -11.1272 -54.4767 11600 11598.79 high
18423000 consul -12.3658 -54.4892 8900 8946.743 high
18423500 darro_i_(ponte_km_40) -12.3536 -52.3572 1750 nan nan
18423800 darro_ii_(barra_do_rio_darro) -11.8178 -52.4011 4330 nan nan
18426000 tangurinho__(sitio_tangurinho) -13.4258 -52.1531 52 nan nan
18426500 turvo_(sitio_novo_turvo) -13.2247 -51.9306 467 nan nan
18426800 bonito__(ribeirao_bonito) -12.9528 -51.8517 182 nan nan
18428000 santa_cruz_do_suia -12.6219 -52.0589 3510 3518.77 high
18430000 passagem_br-080 -10.7772 -53.0956 139000 140201.6 high
18435000 rio_comandante_fontoura -10.5547 -52.1833 5430 5435.766 high
18436000 jusante_rio_preto -10.0472 -52.1144 12000 11939.46 high
18460000 boa_sorte -6.7358 -51.9953 210000 213067.5 high
18470000 uhe_sao_felix -6.7978 -52.0006 210000 212800.9 high
18480000 fazenda_rio_dourado -8.3269 -51.4603 6860 6873.92 high
18500000 boa_esperanca -6.7453 -51.7736 42400 42451.74 high
18510000 sao_felix_do_xingu -6.6042 -52.0578 255000 257197.9 high
18514000 uhe_pombal -5.9178 -52.5908 266000 268804.9 high
18520000 belo_horizonte -5.3928 -52.8772 281000 283947.8 high
18590000 manoel_jorge__(terra_preta) -6.1872 -54.0836 56900 57080.08 high
18600000 laranjeiras -5.6967 -54.2456 58700 58887.61 high
18620000 cachoeira_da_luz -8.7667 -54.95 1100 1103.19 high
18640000 aldeia_bau -7.3461 -54.8236 18300 18335.42 high
18650000 cajueiro -5.65 -54.5208 35600 35728.17 high
18700000 pedra_do_o -4.5278 -54.0125 122000 122720.8 high
18849100 uhe_altamira -3.2986 -52.2019 447000 451875.2 high
18850000 altamira -3.2147 -52.2122 448000 452452.1 high
18870000 aldeia_bacaja -4.9161 -51.4283 12800 12864.99 high
18880000 fazenda_cipauba -3.7314 -51.5675 24700 24776.45 high
18901080 uhe_belo_monte -3.1019 -51.7786 482000 487279.4 high
18940000 fazenda_boa_esperanca -2.2111 -52.8 12800 12810.7 high
18960000 porto_do_franca -1.7833 -52.0833 692 690.1311 high
19100000 iratapuru -0.5544 -52.5797 4470 4435.475 high
19150000 sao_francisco -0.5692 -52.5692 51500 51766.67 high
19200000 sao_pedro -0.4567 -52.0781 735 684.0345 medium
19300000 pancada -0.1797 -51.7567 2290 2308.731 high
19400000 acampamento_bacuri 0.4067 -51.7433 1000 1001.491 high
19950000 fazenda_santo_antonio -3.4886 -51.2072 2920 2850.601 high
19985000 pacajas -3.8511 -50.6397 2682 nan nan
20000900 rio_maranhao -15.49 -47.6858 376 374.074 high
20000950 ribeirao_palmeiras -15.5281 -47.7419 nan nan nan
20001050 sonhem -15.5231 -47.8158 nan nan nan
20001130 contagem_-_rua_do_mato -15.6039 -47.88 nan nan nan
20001200 contagem_-_vc_201 -15.5008 -47.8542 139 142.4565 high
20001300 salinas -15.4542 -47.9817 168 167.8147 high
20001400 palma -15.4875 -48.0458 nan nan nan
20008000 rio_do_sal -15.4981 -48.1406 161 163.2519 high
